SCENE,KEY,SENTENCE,SPEAKER,SHOW,Sarcasm,Sarcasm_Type
3_S01E03_021,3_S01E03_021_c_6,"What they have is like Pied Piper, but not as good.",-,SV,,
3_S01E03_021,3_S01E03_021_c_7,#NAME?,-,SV,,
3_S01E03_021,3_S01E03_021_c_8,Inferior products win out all the time.,-,SV,,
3_S01E03_021,3_S01E03_021_u,Like Jesus over Satan.,GILFOYLE,SV,0,NONE
3_S01E03_024,3_S01E03_024_c_0,"Okay, well, actually this is a superior product, right here.",-,SV,,
3_S01E03_024,3_S01E03_024_u,Is it a margarita machine?,GILFOYLE,SV,0,NONE
3_S01E03_056,3_S01E03_056_c_0,"I thought we were gonna replace the name ""Pied Piper.""",ERLICH,SV,,
3_S01E03_056,3_S01E03_056_c_1,I thought it was a place holder.,ERLICH,SV,,
3_S01E03_056,3_S01E03_056_u,"""Placeholder"" would honestly be a better name than Pied Piper.",DINESH,SV,1,PRO
3_S01E03_122,3_S01E03_122_c_0,"Oh, I see...",JARED,SV,,
3_S01E03_122,3_S01E03_122_c_1,Bertram Gilfoyle is the foreign national.,JARED,SV,,
3_S01E03_122,3_S01E03_122_c_2,Citizen of Canada.,JARED,SV,,
3_S01E03_122,3_S01E03_122_c_3,"Okay, thank you.",JARED,SV,,
3_S01E03_122,3_S01E03_122_c_4,You're Canadian?,DINESH,SV,,
3_S01E03_122,3_S01E03_122_u,Your borders are merely a construct. I prefer to think of myself as a citizen of the world.,GILFOYLE,SV,1,EMB
3_S01E03_249,3_S01E03_249_c_0,- Where's ERLICH? - He's outside with the intern.,JARED,SV,,
3_S01E03_249,3_S01E03_249_c_1,#NAME?,OTHER,SV,,
3_S01E03_249,3_S01E03_249_u,"We might as well have interns, we hire illegal aliens.",DINESH,SV,1,EMB
3_S01E03_359,3_S01E03_359_c_0,"What about, Dwarfism 2.0?",-,SV,,
3_S01E03_359,3_S01E03_359_c_1,Where's Dwarfism 1.0?,-,SV,,
3_S01E03_359,3_S01E03_359_c_2,Just in the world.,-,SV,,
3_S01E03_359,3_S01E03_359_c_3,Oh.,-,SV,,
3_S01E03_359,3_S01E03_359_c_4,That's prejudice.,-,SV,,
3_S01E03_359,3_S01E03_359_c_5,- That's hurtful. - I'm sorry.,-,SV,,
3_S01E03_359,3_S01E03_359_c_6,"Small, come back now, you hear?",-,SV,,
3_S01E03_359,3_S01E03_359_c_7,Interesting.,-,SV,,
3_S01E03_359,3_S01E03_359_u,Hey! That is not Cherry Garcia.,GILFOYLE,SV,0,NONE
3_S01E03_517,3_S01E03_517_c_0,Hi. Who is this?,-,SV,,
3_S01E03_517,3_S01E03_517_c_1,"You're not gonna believe this, but this is me.",-,SV,,
3_S01E03_517,3_S01E03_517_c_2,Time is a sphere and I've been reincarnated during the same time period in which I exist.,-,SV,,
3_S01E03_517,3_S01E03_517_c_3,"Yes, but where did he come from?",-,SV,,
3_S01E03_517,3_S01E03_517_c_4,"From the future, obviously.",-,SV,,
3_S01E03_517,3_S01E03_517_c_5,"Also, from a parking lot at a gas station in Sonora.",-,SV,,
3_S01E03_517,3_S01E03_517_u,He ate the whole bag of gold caps. Awesome!,GILFOYLE,SV,0,NONE
3_S01E04_009,3_S01E04_009_c_0,Ron LaFlamme. Great to meet you.,-,SV,,
3_S01E04_009,3_S01E04_009_c_1,"All right, homeboy. Pop a squat.",-,SV,,
3_S01E04_009,3_S01E04_009_c_2,Start autographing by the flags.,-,SV,,
3_S01E04_009,3_S01E04_009_c_3,Lot of paper to get through.,-,SV,,
3_S01E04_009,3_S01E04_009_c_4,"So, what do you think?",-,SV,,
3_S01E04_009,3_S01E04_009_c_5,About?,-,SV,,
3_S01E04_009,3_S01E04_009_c_6,"Jeannie. She's pretty hot, right?",-,SV,,
3_S01E04_009,3_S01E04_009_u,"Oh, yeah. No, she's... She's very pretty.",RICHARD,SV,0,NONE
3_S01E04_327,3_S01E04_327_c_0,Because Gavin believes in this Japanese form of management,OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_1,where not being assigned is the most shameful outcome.,OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_2,"Yeah, it does feel uncomfortable.",OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_3,"Give it a week or two, you'll get, like, numb to it.",OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_4,"Well, why are you guys still coming in?",OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_5,Rest and vest.,OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_6,Oh...,OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_7,"Because in order to fully vest your options,",OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_8,you've gotta wait until your contracts are up.,OTHER,SV,,
3_S01E04_327,3_S01E04_327_c_9,- I get it. -,OTHER,SV,,
3_S01E04_327,3_S01E04_327_u,You catch on slow. You'll fit right in here.,OTHER,SV,1,PRO
3_S01E04_342,3_S01E04_342_c_0,"I owned 10% of Dinesh's app, 10% of Gilfoyle's app.",-,SV,,
3_S01E04_342,3_S01E04_342_c_1,Multiple potential streams of income.,-,SV,,
3_S01E04_342,3_S01E04_342_c_2,"Not to mention that 100% of the team that you have,",-,SV,,
3_S01E04_342,3_S01E04_342_c_3,were all guys that I recruited for this house.,-,SV,,
3_S01E04_342,3_S01E04_342_c_4,#NAME?,-,SV,,
3_S01E04_342,3_S01E04_342_c_5,10% of Pied Piper!,-,SV,,
3_S01E04_342,3_S01E04_342_u,"For which I forewent, yes, that's a real word, one million dollars.",ERLICH,SV,0,NONE
3_S01E04_356,3_S01E04_356_c_0,It's right here.,-,SV,,
3_S01E04_356,3_S01E04_356_c_1,Goddammit.,-,SV,,
3_S01E04_356,3_S01E04_356_c_2,"- I've seen the video. - It's the wrong album, just give me a sec...",-,SV,,
3_S01E04_356,3_S01E04_356_c_3,You know what? Fuck it!,-,SV,,
3_S01E04_356,3_S01E04_356_c_4,You offering me a position on this board and reneging it,-,SV,,
3_S01E04_356,3_S01E04_356_u,"is a perfect example of you having no vision, no balls and no game. Maybe he did blow him. Well, love and hate. It's all passion.",GILFOYLE,SV,0,NONE
3_S01E05_417,3_S01E05_417_c_0,"Dude, relax, okay?",DINESH,SV,,
3_S01E05_417,3_S01E05_417_c_1,We each ripped through a full module this morning.,DINESH,SV,,
3_S01E05_417,3_S01E05_417_c_2,We're just taking a little break.,DINESH,SV,,
3_S01E05_417,3_S01E05_417_c_3,DRM is now a thing of beauty.,DINESH,SV,,
3_S01E05_417,3_S01E05_417_c_4,#NAME?,GILFOYLE,SV,,
3_S01E05_417,3_S01E05_417_c_5,I did DRM.,GILFOYLE,SV,,
3_S01E05_417,3_S01E05_417_c_6,Why did you do DRM?,DINESH,SV,,
3_S01E05_417,3_S01E05_417_c_7,"I said I would do DRM, you would do error handling.",DINESH,SV,,
3_S01E05_417,3_S01E05_417_u,"Anything to do with ""error"" sounds like your whole vibe.",GILFOYLE,SV,1,EMB
3_S01E05_456,3_S01E05_456_c_0,"So we're just going to work at a nice, leisurely pace, right?",DINESH,SV,,
3_S01E05_456,3_S01E05_456_c_1,Sure.,GILFOYLE,SV,,
3_S01E05_456,3_S01E05_456_c_2,"Wait, why are you typing faster?",DINESH,SV,,
3_S01E05_456,3_S01E05_456_c_3,I'm not.,GILFOYLE,SV,,
3_S01E05_456,3_S01E05_456_u,Maybe my leisurely pace is just a little faster than yours.,GILFOYLE,SV,1,PRO
3_S01E05_520,3_S01E05_520_c_0,Another one down.,GILFOYLE,SV,,
3_S01E05_520,3_S01E05_520_c_1,Did you really?,DINESH,SV,,
3_S01E05_520,3_S01E05_520_c_2,You still working on that last one?,GILFOYLE,SV,,
3_S01E05_520,3_S01E05_520_u,"Take your time. There's no rush, Dinesh.",GILFOYLE,SV,1,ILL
3_S01E06_054,3_S01E06_054_c_0,"Excuse me, Mr. Carver?",-,SV,,
3_S01E06_054,3_S01E06_054_c_1,"Yeah, uh, people refer to me as The Carver,",-,SV,,
3_S01E06_054,3_S01E06_054_c_2,"but no one actually calls me that. It's, uh, what people call a screen name.",-,SV,,
3_S01E06_054,3_S01E06_054_c_3,You know. I'm Kevin.,-,SV,,
3_S01E06_054,3_S01E06_054_c_4,"Okay, Kevin, um, we're from Pied Piper, we spoke earlier.",-,SV,,
3_S01E06_054,3_S01E06_054_c_5,"- Yeah, so you guys are fucked, huh? - No. No, we're not fucked.",-,SV,,
3_S01E06_054,3_S01E06_054_u,"Yes, we are totally fucked.",ERLICH,SV,0,NONE
3_S01E06_266,3_S01E06_266_c_0,#VALUE!,ERLICH,SV,,
3_S01E06_266,3_S01E06_266_c_1,It all makes sense.,ERLICH,SV,,
3_S01E06_266,3_S01E06_266_c_2,Figured what out?,DINESH,SV,,
3_S01E06_266,3_S01E06_266_c_3,Why Tara might be into you more than me.,ERLICH,SV,,
3_S01E06_266,3_S01E06_266_u,She's attracted to ugliness.,ERLICH,SV,1,PRO
3_S01E08_422,3_S01E08_422_c_0,I'm sorry. I shouldn't have rewritten all this code.,RICHARD,SV,,
3_S01E08_422,3_S01E08_422_c_1,"I mean, what we had before worked.",RICHARD,SV,,
3_S01E08_422,3_S01E08_422_c_2,"I'm sorry, guys. Gavin won. We lost.",RICHARD,SV,,
3_S01E08_422,3_S01E08_422_u,At least it didn't happen in a public and brutally embarrassing way.,GILFOYLE,SV,1,ILL
3_S02E01_050,3_S02E01_050_c_0,I love it. So what do you two do at Pied Piper?,OTHER,SV,,
3_S02E01_050,3_S02E01_050_c_1,I'm the CTO.,GILFOYLE,SV,,
3_S02E01_050,3_S02E01_050_c_2," Ha ha, he's joking. I'm the CTO.",DINESH,SV,,
3_S02E01_050,3_S02E01_050_c_3,"Fuck you, I'm joking.",GILFOYLE,SV,,
3_S02E01_050,3_S02E01_050_c_4,"Okay, how could you be the Chief Technology Officer?",DINESH,SV,,
3_S02E01_050,3_S02E01_050_u,"I get it. You hear the word ""chief,"" and you think ""Indian Chief."" but you're the other kind of Indian.",GILFOYLE,SV,1,EMB
3_S02E01_096,3_S02E01_096_c_0,Dinesh: I can't believe how many gifts we're getting.,-,SV,,
3_S02E01_096,3_S02E01_096_c_1,Gilfoyle: Gifts I'm getting.,-,SV,,
3_S02E01_096,3_S02E01_096_c_2,That Oculus rig is addressed to the CTO.,-,SV,,
3_S02E01_096,3_S02E01_096_c_3,"No, I'm the CTO.",-,SV,,
3_S02E01_096,3_S02E01_096_c_4,"As your superior, I order you to give me that Oculus.",-,SV,,
3_S02E01_096,3_S02E01_096_c_5,You can't make me do stuff. You're not the boss of me.,-,SV,,
3_S02E01_096,3_S02E01_096_c_6,"Actually, I am the boss of you. Okay.",-,SV,,
3_S02E01_096,3_S02E01_096_u,"Richard, tell him I'm CTO. Dinesh: You already told that fat guy that I'm the CTO.",GILFOYLE,SV,0,NONE
3_S02E01_413,3_S02E01_413_c_0,"Hey. Hey, what's up?",RICHARD,SV,,
3_S02E01_413,3_S02E01_413_c_1,"If anyone finds out that I came back here, I will get fired, okay?",MONICA,SV,,
3_S02E01_413,3_S02E01_413_c_2,Okay.,RICHARD,SV,,
3_S02E01_413,3_S02E01_413_c_3,Don't take this deal. What?,MONICA,SV,,
3_S02E01_413,3_S02E01_413_c_4,You are worth half that at best.,MONICA,SV,,
3_S02E01_413,3_S02E01_413_u,Oh. Wow. Thanks for the compliment.,RICHARD,SV,1,ILL
3_S02E02_081,3_S02E02_081_c_0,"Things are just really different at Raviga,",MONICA,SV,,
3_S02E02_081,3_S02E02_081_c_1,and I had nothing to do with the decision.,MONICA,SV,,
3_S02E02_081,3_S02E02_081_c_2,"Guys, I'm so, so sorry.",MONICA,SV,,
3_S02E02_081,3_S02E02_081_c_3,"Wait, so the company that offered us the most",DINESH,SV,,
3_S02E02_081,3_S02E02_081_c_4,until Richard talked them into offering us the least,DINESH,SV,,
3_S02E02_081,3_S02E02_081_c_5,is now offering us nothing?,DINESH,SV,,
3_S02E02_081,3_S02E02_081_u,But the fact that you're so sorry makes it all better.,GILFOYLE,SV,1,EMB
3_S02E03_218,3_S02E03_218_c_0,"Guys, if I list you as references,",JARED,SV,,
3_S02E03_218,3_S02E03_218_c_1,can I count on you to say nice things about me?,JARED,SV,,
3_S02E03_218,3_S02E03_218_c_2,Be honest.,JARED,SV,,
3_S02E03_218,3_S02E03_218_u,Do you want me to be honest or nice?,GILFOYLE,SV,1,PRO
3_S02E03_229,3_S02E03_229_c_0,"Uh, all right. Just read it.",-,SV,,
3_S02E03_229,3_S02E03_229_c_1,$5 million?,-,SV,,
3_S02E03_229,3_S02E03_229_c_2,"Yeah, yeah. You guys are not going back to Hooli,",-,SV,,
3_S02E03_229,3_S02E03_229_c_3,and neither am I.,-,SV,,
3_S02E03_229,3_S02E03_229_c_4,How the fuck did you get that?,-,SV,,
3_S02E03_229,3_S02E03_229_c_5,Russ Hanneman?,-,SV,,
3_S02E03_229,3_S02E03_229_c_6,"Oh, Monica, I see you got my text.",-,SV,,
3_S02E03_229,3_S02E03_229_u,Are you out of your mind?,OTHER,SV,0,NONE
3_S02E03_244,3_S02E03_244_c_0,The guy is a joke.,MONICA,SV,,
3_S02E03_244,3_S02E03_244_c_1,"How does he even do that? He's a boorish, pompous,",MONICA,SV,,
3_S02E03_244,3_S02E03_244_c_2,"womanizing douchebag who got lucky, like, 20 years ago. and hasn't done anything since then.",MONICA,SV,,
3_S02E03_244,3_S02E03_244_u,Sounds like ERLICH.,GILFOYLE,SV,1,PRO
3_S02E03_370,3_S02E03_370_c_0,We can only afford to hire three people for each of you.,-,SV,,
3_S02E03_370,3_S02E03_370_c_1,"I'm sorry, but that's it.",-,SV,,
3_S02E03_370,3_S02E03_370_c_2,"Okay, that's fine. It works for me.",-,SV,,
3_S02E03_370,3_S02E03_370_c_3,What?,-,SV,,
3_S02E03_370,3_S02E03_370_c_4,"If you could do it with three people, why didn't you just say so?",-,SV,,
3_S02E03_370,3_S02E03_370_u,Because we're negotiating against each other.,DINESH,SV,0,NONE
3_S02E03_561,3_S02E03_561_c_0,I had to subtract the cost of the ad agency that nailed that slogan.,OTHER,SV,,
3_S02E03_561,3_S02E03_561_c_1,"The photo, legal, lay-out, plus the cost of the 15 billboards.",OTHER,SV,,
3_S02E03_561,3_S02E03_561_c_2,"Don't worry, I gave you guys a sweet deal on them.",OTHER,SV,,
3_S02E03_561,3_S02E03_561_c_3,Gave us? Yeah.,RICHARD,SV,,
3_S02E03_561,3_S02E03_561_c_4,Hanneman Outdoor Media. I own the billboards.,OTHER,SV,,
3_S02E03_561,3_S02E03_561_c_5,That's how I talked the ad agency into giving you guys,OTHER,SV,,
3_S02E03_561,3_S02E03_561_c_6,"that slogan for only 30 grand. Synergy, bitches.",OTHER,SV,,
3_S02E03_561,3_S02E03_561_c_7,Know what that means?,OTHER,SV,,
3_S02E03_561,3_S02E03_561_u,Does it mean taking a stack of cash and lighting it on fire?,GILFOYLE,SV,1,PRO
3_S02E04_162,3_S02E04_162_c_0,"Uh, Dinesh, Gilfoyle, this is someone you guys recommended I contact,",-,SV,,
3_S02E04_162,3_S02E04_162_c_1,"Carla Walton? Yeah, we hung out with her a bunch",-,SV,,
3_S02E04_162,3_S02E04_162_c_2,at the last S.F. vid/tech meet-up. Her code is fucking great.,-,SV,,
3_S02E04_162,3_S02E04_162_c_3,She was head of engineering at Earcast?,-,SV,,
3_S02E04_162,3_S02E04_162_c_4,She was engineering at Earcast. She pulled that whole system on her own.,-,SV,,
3_S02E04_162,3_S02E04_162_c_5,You know what else excites me here?,-,SV,,
3_S02E04_162,3_S02E04_162_c_6,There's a distinct over-representation of men in this company.,-,SV,,
3_S02E04_162,3_S02E04_162_c_7,Look around. I think it would behoove us,-,SV,,
3_S02E04_162,3_S02E04_162_c_8,to prioritize hiring a woman.,-,SV,,
3_S02E04_162,3_S02E04_162_u,"I disagree, OJ. We should hire the best person for the job, period.",GILFOYLE,SV,0,NONE
3_S02E04_395,3_S02E04_395_c_0,"Okay, that was the third reference she's made to how much money she's making.",-,SV,,
3_S02E04_395,3_S02E04_395_c_1,Hmm.,-,SV,,
3_S02E04_395,3_S02E04_395_c_2,That's a $3500 bag.,-,SV,,
3_S02E04_395,3_S02E04_395_c_3,How do you know? You have the same one?,-,SV,,
3_S02E04_395,3_S02E04_395_c_4,"No, I have the fucking Internet.",-,SV,,
3_S02E04_395,3_S02E04_395_c_5,"You don't think she's making more money than us, do you?",-,SV,,
3_S02E04_395,3_S02E04_395_u,"No, we all have equalized pay, remember?",GILFOYLE,SV,0,NONE
3_S02E05_179,3_S02E05_179_c_0,So Gavin Belson can just pick up the phone and make us radioactive to every single web-hosting service?,-,SV,,
3_S02E05_179,3_S02E05_179_c_1,It's how these guys operate.,-,SV,,
3_S02E05_179,3_S02E05_179_c_2,"I mean, when Bill Gates got married on Lanai, he rented every helicopter on the Hawaiian islands so that paparazzi couldn't use them to fly over.",-,SV,,
3_S02E05_179,3_S02E05_179_c_3,"Although in that case, it was a positive, because now you can imagine that wedding however you want.",-,SV,,
3_S02E05_179,3_S02E05_179_c_4,What? Dinesh: Jared?,-,SV,,
3_S02E05_179,3_S02E05_179_c_5,Our entire platform is web-based.,-,SV,,
3_S02E05_179,3_S02E05_179_c_6,We need servers for that.,-,SV,,
3_S02E05_179,3_S02E05_179_c_7,What the fuck are we going to do?,-,SV,,
3_S02E05_179,3_S02E05_179_c_8,I know what the fuck we're going to do.,-,SV,,
3_S02E05_179,3_S02E05_179_c_9,But you're not going to like it.,-,SV,,
3_S02E05_179,3_S02E05_179_u,We build our own servers.,GILFOYLE,SV,0,NONE
3_S02E05_378,3_S02E05_378_c_0,I made my own computer when I was nine.,DINESH,SV,,
3_S02E05_378,3_S02E05_378_c_1,From scratch or kit?,GILFOYLE,SV,,
3_S02E05_378,3_S02E05_378_c_2,"It was from a kit, but I did my own mods.",DINESH,SV,,
3_S02E05_378,3_S02E05_378_c_3,That's what I thought. I was nine.,GILFOYLE,SV,,
3_S02E05_378,3_S02E05_378_u,"I'm sure you were great at fingerpainting, also, Dinesh.",GILFOYLE,SV,1,PRO
3_S02E05_466,3_S02E05_466_c_0,"Stop it, hey. Turn the music down.",-,SV,,
3_S02E05_466,3_S02E05_466_c_1,Turn it-- turn it off. We have neighbors.,-,SV,,
3_S02E05_466,3_S02E05_466_c_2,"Are you kidding me? Look, Gilfoyle,",-,SV,,
3_S02E05_466,3_S02E05_466_c_3,you said that you would have all the servers up and running.,-,SV,,
3_S02E05_466,3_S02E05_466_c_4,And we're already a week behind.,-,SV,,
3_S02E05_466,3_S02E05_466_c_5,"Don't you think you should be doing that instead of,",-,SV,,
3_S02E05_466,3_S02E05_466_c_6,"you know, getting high on the job?",-,SV,,
3_S02E05_466,3_S02E05_466_u,"I'm not getting high on the job. I'm getting high at home. I live here, remember?",GILFOYLE,SV,0,NONE
3_S02E07_256,3_S02E07_256_c_0,Even if we fired all of the engineers that we just hired...,JARED,SV,,
3_S02E07_256,3_S02E07_256_c_1,Looking good.,ERLICH,SV,,
3_S02E07_256,3_S02E07_256_c_2,"Keep at it, Claude.",ERLICH,SV,,
3_S02E07_256,3_S02E07_256_c_3,Absolutely. Your jobs are not at risk.,JARED,SV,,
3_S02E07_256,3_S02E07_256_u,That's very comforting.,OTHER,SV,1,ILL
3_S02E10_133,3_S02E10_133_c_0," Hey, Gilfoyle, we're up to 50,000 views.",RICHARD,SV,,
3_S02E10_133,3_S02E10_133_c_1,"Whoa, it is, like, 500 degrees in here.",RICHARD,SV,,
3_S02E10_133,3_S02E10_133_c_2,Yeah. Anton is really starting to sweat.,GILFOYLE,SV,,
3_S02E10_133,3_S02E10_133_c_3,"Yeah, I still can't believe you gave the servers a man's name.",DINESH,SV,,
3_S02E10_133,3_S02E10_133_u,"Sorry, I couldn't remember your mother's name.",GILFOYLE,SV,1,PRO
3_S03E01_185,3_S03E01_185_c_0,Did you tell Richard you were out?,-,SV,,
3_S03E01_185,3_S03E01_185_c_1,No. Did you?,-,SV,,
3_S03E01_185,3_S03E01_185_u,No.,DINESH,SV,0,NONE
3_S03E01_409,3_S03E01_409_c_0,Really?,-,SV,,
3_S03E01_409,3_S03E01_409_c_1,Why are you laughing?,-,SV,,
3_S03E01_409,3_S03E01_409_c_2,I'm sorry. Wow.,-,SV,,
3_S03E01_409,3_S03E01_409_c_3,"Well, it's just that you really think",-,SV,,
3_S03E01_409,3_S03E01_409_c_4,that you're gonna be able to scale the platform without me?,-,SV,,
3_S03E01_409,3_S03E01_409_c_5,Goddamn it!,-,SV,,
3_S03E01_409,3_S03E01_409_c_6,- Yeah. - You don't think we can?,-,SV,,
3_S03E01_409,3_S03E01_409_c_7,"Well, I know you can't.",-,SV,,
3_S03E01_409,3_S03E01_409_u,That's a bold statement.,GILFOYLE,SV,0,NONE
3_S03E01_431,3_S03E01_431_c_0,"- You wrote some of it. - You know what? We're gonna stay,",DINESH,SV,,
3_S03E01_431,3_S03E01_431_c_1,and we're gonna build Pied Piper just to prove you wrong.,DINESH,SV,,
3_S03E01_431,3_S03E01_431_c_2,"Okay. Thank you for the solidarity by the way,",RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_3,and sticking with your friend.,RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_4,"You know what, ERLICH?",RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_5,"You can tell Barker to go fuck himself,",RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_6,so I can go to Flutterbeam,RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_7,and then watch these two assholes crash and burn,RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_8,trying to build out Pied Piper by themselves.,RICHARD,SV,,
3_S03E01_431,3_S03E01_431_c_9,This'll be great.,RICHARD,SV,,
3_S03E01_431,3_S03E01_431_u,"(SIGHS) Great timing, guys. Thank you so much. Premium stuff, Dinesh.",ERLICH,SV,1,ILL
3_S03E02_062,3_S03E02_062_c_0,"So, why don't I show you guys your new home?",-,SV,,
3_S03E02_062,3_S03E02_062_c_1,"Hopefully, it lives up to your standards.",-,SV,,
3_S03E02_062,3_S03E02_062_u,"Gilfoyle: Yeah, compared to the shit shack we're used to, anything's an improvement.",GILFOYLE,SV,0,NONE
3_S03E02_111,3_S03E02_111_c_0,All right. Winner gets the big monitor.,DINESH,SV,,
3_S03E02_111,3_S03E02_111_c_1,I understand how this works.,GILFOYLE,SV,,
3_S03E02_111,3_S03E02_111_c_2,Both: Ready?,DINESH,SV,,
3_S03E02_111,3_S03E02_111_c_3,"Rock, paper, scissors, shoot.",DINESH,SV,,
3_S03E02_111,3_S03E02_111_c_4,Suck it.,DINESH,SV,,
3_S03E02_111,3_S03E02_111_c_5,I should've known you'd throw rock.,GILFOYLE,SV,,
3_S03E02_111,3_S03E02_111_c_6,That's all you know in Pakistan. It's in your blood.,GILFOYLE,SV,,
3_S03E02_111,3_S03E02_111_u,"Don't you guys call it ""Rock, Rock, Rock""?",GILFOYLE,SV,1,PRO
3_S03E03_012,3_S03E03_012_c_0,Let me show you the next location,-,SV,,
3_S03E03_012,3_S03E03_012_c_1,in which we would install one of your boxes.,-,SV,,
3_S03E03_012,3_S03E03_012_c_2,Richard. What the fuck are we doing here?,-,SV,,
3_S03E03_012,3_S03E03_012_c_3,I don't like it any more than you do.,-,SV,,
3_S03E03_012,3_S03E03_012_c_4,I told Jack we'd come check this place out,-,SV,,
3_S03E03_012,3_S03E03_012_c_5,and then we'd have a discussion.,-,SV,,
3_S03E03_012,3_S03E03_012_u,I can't believe you suggested the idea of building a fucking appliance.,DINESH,SV,0,NONE
3_S03E03_111,3_S03E03_111_c_0,More recruiter swag?,-,SV,,
3_S03E03_111,3_S03E03_111_c_1,You got an Oculus?,-,SV,,
3_S03E03_111,3_S03E03_111_c_2,- Yup. - That's a hoverboard?,-,SV,,
3_S03E03_111,3_S03E03_111_c_3,How many meetings are you taking?,-,SV,,
3_S03E03_111,3_S03E03_111_c_4,None. That's the irony.,-,SV,,
3_S03E03_111,3_S03E03_111_u,"The more meetings I turn down, the more these recruiters send me.",GILFOYLE,SV,0,NONE
